질문ID,질문내용,모델,순수점수,RAG점수,개선점수,순수응답시간,RAG응답시간,시간변화,사용판례수,분석결과
q12,영업정지 처분에 대한 불복절차와 집행정지 신청 요건은 어떻게 되나요?...,Claude-3.5,N/A,N/A,3.6999999999999993,9.418901205062866,8.059808254241943,-1.3590929508209229,3,법률 키워드 증가 없음; 답변 길이 113글자 감소; 3건 판례 활용...
q09,계약 해제 시 원상회복 의무의 범위와 손해배상 청구 요건은 무엇인가요?...,GPT-4o,N/A,N/A,100,7.68038010597229,15.451590299606323,7.771210193634033,3,법률 키워드 18개 추가로 근거 강화; 답변 길이 335글자 증가; 3건 판례 활용...
q09,계약 해제 시 원상회복 의무의 범위와 손해배상 청구 요건은 무엇인가요?...,Claude-3.5,N/A,N/A,0,14.990484237670898,12.012487888336182,-2.977996349334717,3,법률 키워드 증가 없음; 답변 길이 185글자 감소; 3건 판례 활용...
q10,불법행위로 인한 손해배상에서 정신적 피해의 인정 기준과 배상 범위는?...,GPT-4o,N/A,N/A,71.9,7.101853847503662,13.87897253036499,6.777118682861328,3,사건번호 1건 인용으로 구체성 향상; 법률 키워드 3개 추가로 근거 강화; 답변 길이 219글자 증가; 3건 판례 활용...
q10,불법행위로 인한 손해배상에서 정신적 피해의 인정 기준과 배상 범위는?...,Claude-3.5,N/A,N/A,12.5,14.788753032684326,14.355247259140015,-0.4335057735443115,3,법률 키워드 1개 추가로 근거 강화; 3건 판례 활용...
q11,행정처분 취소소송에서 처분청의 재량권 일탈·남용 판단 기준은 무엇인가요?...,GPT-4o,N/A,N/A,100,6.593564748764038,24.10767412185669,17.51410937309265,3,법률 키워드 16개 추가로 근거 강화; 답변 길이 672글자 증가; 3건 판례 활용...
q11,행정처분 취소소송에서 처분청의 재량권 일탈·남용 판단 기준은 무엇인가요?...,Claude-3.5,N/A,N/A,10.1,14.129820823669434,14.47278380393982,0.34296298027038574,3,법률 키워드 증가 없음; 3건 판례 활용...
q13,행정청의 허가 거부처분에 대한 취소소송 제기 시 입증책임 분배는?...,GPT-4o,N/A,N/A,100,4.803678274154663,12.312757968902588,7.509079694747925,3,법률 키워드 19개 추가로 근거 강화; 답변 길이 453글자 증가; 3건 판례 활용...
q13,행정청의 허가 거부처분에 대한 취소소송 제기 시 입증책임 분배는?...,Claude-3.5,N/A,N/A,39.9,14.179949522018433,13.87531852722168,-0.30463099479675293,3,법률 키워드 4개 추가로 근거 강화; 3건 판례 활용...
q14,공무원 징계처분의 적법성 판단 기준과 비례원칙 적용은 어떻게 이루어지나요?...,GPT-4o,N/A,N/A,49.2,9.366912364959717,12.174455642700195,2.8075432777404785,3,법률 키워드 2개 추가로 근거 강화; 답변 길이 242글자 증가; 3건 판례 활용...
q14,공무원 징계처분의 적법성 판단 기준과 비례원칙 적용은 어떻게 이루어지나요?...,Claude-3.5,N/A,N/A,37.1,10.511667728424072,15.025199174880981,4.513531446456909,3,법률 키워드 증가 없음; 답변 길이 221글자 증가; 3건 판례 활용...
q15,"행정대집행의 요건과 절차, 그리고 손해배상 청구 가능성은?...",GPT-4o,N/A,N/A,77.4,10.664131879806519,25.76423144340515,15.100099563598633,3,법률 키워드 9개 추가로 근거 강화; 답변 길이 174글자 증가; 3건 판례 활용...
q15,"행정대집행의 요건과 절차, 그리고 손해배상 청구 가능성은?...",Claude-3.5,N/A,N/A,8.5,11.195199728012085,11.088882207870483,-0.10631752014160156,3,법률 키워드 증가 없음; 3건 판례 활용...
q16,주식회사 이사의 선관주의의무 위반 시 손해배상책임의 범위와 면책 요건은?...,GPT-4o,N/A,N/A,100,7.314550161361694,10.525307893753052,3.2107577323913574,3,법률 키워드 19개 추가로 근거 강화; 답변 길이 405글자 증가; 3건 판례 활용...
q16,주식회사 이사의 선관주의의무 위반 시 손해배상책임의 범위와 면책 요건은?...,Claude-3.5,N/A,N/A,24.1,16.083897352218628,14.252293825149536,-1.8316035270690918,3,사건번호 1건 인용으로 구체성 향상; 법률 키워드 증가 없음; 답변 길이 109글자 감소; 3건 판례 활용...
q17,상법상 상인 판단 기준과 상사채권에 대한 특례 적용 여부는?...,GPT-4o,N/A,N/A,100,9.340869665145874,12.352499008178711,3.011629343032837,3,법률 키워드 14개 추가로 근거 강화; 답변 길이 414글자 증가; 3건 판례 활용...
q17,상법상 상인 판단 기준과 상사채권에 대한 특례 적용 여부는?...,Claude-3.5,N/A,N/A,6.800000000000001,12.322749614715576,8.493794679641724,-3.8289549350738525,3,법률 키워드 4개 추가로 근거 강화; 답변 길이 282글자 감소; 3건 판례 활용...
q18,회사 합병 시 주주의 반대주주 주식매수청구권 행사 요건과 절차는?...,GPT-4o,N/A,N/A,59.6,6.274129629135132,20.286503076553345,14.012373447418213,3,법률 키워드 3개 추가로 근거 강화; 답변 길이 296글자 증가; 3건 판례 활용...
q18,회사 합병 시 주주의 반대주주 주식매수청구권 행사 요건과 절차는?...,Claude-3.5,N/A,N/A,0,14.116220951080322,6.876105308532715,-7.240115642547607,3,법률 키워드 3개 추가로 근거 강화; 답변 길이 530글자 감소; 3건 판례 활용...
q20,상사중재 합의의 효력과 법원의 중재판정 취소 사유는 무엇인가요?...,GPT-4o,N/A,N/A,93.0,8.386717557907104,10.444071292877197,2.0573537349700928,3,법률 키워드 10개 추가로 근거 강화; 답변 길이 280글자 증가; 3건 판례 활용...
q20,상사중재 합의의 효력과 법원의 중재판정 취소 사유는 무엇인가요?...,Claude-3.5,N/A,N/A,0,11.834786176681519,8.065288066864014,-3.769498109817505,3,법률 키워드 증가 없음; 답변 길이 291글자 감소; 3건 판례 활용...
q19,어음·수표법상 배서인의 담보책임과 소구권 행사의 법적 요건은?...,GPT-4o,N/A,N/A,52.5,10.294461250305176,11.702201128005981,1.4077398777008057,3,법률 키워드 8개 추가로 근거 강화; 3건 판례 활용...
q19,어음·수표법상 배서인의 담보책임과 소구권 행사의 법적 요건은?...,Claude-3.5,N/A,N/A,27.299999999999997,13.982285261154175,6.155761480331421,-7.826523780822754,3,법률 키워드 12개 추가로 근거 강화; 답변 길이 477글자 감소; 3건 판례 활용...
q21,업무상배임죄에서 '타인의 사무 처리' 요건과 배임행위의 인정 기준은?...,GPT-4o,N/A,N/A,87.6,7.473443984985352,10.065476655960083,2.5920326709747314,3,법률 키워드 8개 추가로 근거 강화; 답변 길이 326글자 증가; 3건 판례 활용...
q21,업무상배임죄에서 '타인의 사무 처리' 요건과 배임행위의 인정 기준은?...,Claude-3.5,N/A,N/A,0,16.131869077682495,6.670638561248779,-9.461230516433716,3,법률 키워드 7개 추가로 근거 강화; 답변 길이 611글자 감소; 3건 판례 활용...
q22,횡령죄와 배임죄의 구별 기준과 각각의 성립요건은 무엇인가요?...,GPT-4o,N/A,N/A,51.4,7.6437506675720215,12.973581790924072,5.329831123352051,2,법률 키워드 4개 추가로 근거 강화; 답변 길이 214글자 증가; 2건 판례 활용...
q22,횡령죄와 배임죄의 구별 기준과 각각의 성립요건은 무엇인가요?...,Claude-3.5,N/A,N/A,22.5,11.099356651306152,7.951525926589966,-3.1478307247161865,2,법률 키워드 7개 추가로 근거 강화; 답변 길이 225글자 감소; 2건 판례 활용...
q23,사기죄에서 기망행위의 인정 기준과 재산상 손해 발생의 인과관계는?...,GPT-4o,N/A,N/A,48.7,5.303135871887207,7.7050392627716064,2.4019033908843994,3,법률 키워드 2개 추가로 근거 강화; 답변 길이 237글자 증가; 3건 판례 활용...
q23,사기죄에서 기망행위의 인정 기준과 재산상 손해 발생의 인과관계는?...,Claude-3.5,N/A,N/A,0,15.06180453300476,5.874682188034058,-9.187122344970703,3,법률 키워드 증가 없음; 답변 길이 648글자 감소; 3건 판례 활용...
q24,공무원 뇌물죄에서 '직무관련성' 판단 기준과 부정청탁금지법과의 관계는?...,GPT-4o,N/A,N/A,65.0,6.52540397644043,9.937726020812988,3.4123220443725586,3,법률 키워드 증가 없음; 답변 길이 500글자 증가; 3건 판례 활용...
q24,공무원 뇌물죄에서 '직무관련성' 판단 기준과 부정청탁금지법과의 관계는?...,Claude-3.5,N/A,N/A,0,13.444054126739502,7.056730508804321,-6.387323617935181,3,법률 키워드 증가 없음; 답변 길이 489글자 감소; 3건 판례 활용...
q25,정당방위 성립요건 중 '현재의 부당한 침해'와 '상당성' 판단 기준은?...,GPT-4o,N/A,N/A,56.8,5.714545726776123,8.229133367538452,2.514587640762329,3,법률 키워드 2개 추가로 근거 강화; 답변 길이 318글자 증가; 3건 판례 활용...
q25,정당방위 성립요건 중 '현재의 부당한 침해'와 '상당성' 판단 기준은?...,Claude-3.5,N/A,N/A,0,14.691295385360718,8.003111600875854,-6.688183784484863,3,법률 키워드 7개 추가로 근거 강화; 답변 길이 521글자 감소; 3건 판례 활용...
q26,이혼 시 재산분할청구권의 대상 재산 범위와 분할 비율 결정 기준은?...,GPT-4o,N/A,N/A,93.2,4.615994691848755,14.540542840957642,9.924548149108887,3,법률 키워드 7개 추가로 근거 강화; 답변 길이 432글자 증가; 3건 판례 활용...
q26,이혼 시 재산분할청구권의 대상 재산 범위와 분할 비율 결정 기준은?...,Claude-3.5,N/A,N/A,0.3999999999999986,14.65354609489441,7.300439834594727,-7.353106260299683,3,법률 키워드 7개 추가로 근거 강화; 답변 길이 496글자 감소; 3건 판례 활용...
q27,친권자 지정에서 자녀의 복리 판단 기준과 면접교섭권의 제한 사유는?...,GPT-4o,N/A,N/A,34.7,8.029792547225952,7.269022226333618,-0.760770320892334,3,법률 키워드 4개 추가로 근거 강화; 3건 판례 활용...
q27,친권자 지정에서 자녀의 복리 판단 기준과 면접교섭권의 제한 사유는?...,Claude-3.5,N/A,N/A,7.0,13.918651342391968,6.562644720077515,-7.356006622314453,3,법률 키워드 9개 추가로 근거 강화; 답변 길이 530글자 감소; 3건 판례 활용...
q28,유언의 방식별 성립요건과 유언무효 확인소송의 증명책임은?...,GPT-4o,N/A,N/A,4.1,14.621516704559326,7.574119567871094,-7.047397136688232,0,법률 키워드 3개 추가로 근거 강화; 답변 길이 109글자 감소; 관련 판례 찾지 못함...
q28,유언의 방식별 성립요건과 유언무효 확인소송의 증명책임은?...,Claude-3.5,N/A,N/A,38.6,15.55826210975647,14.979631900787354,-0.5786302089691162,0,법률 키워드 8개 추가로 근거 강화; 관련 판례 찾지 못함...
q29,상속재산 분할 시 특별수익자의 구체적 상속분 산정 방법은?...,GPT-4o,N/A,N/A,34.9,5.282881259918213,15.513552188873291,10.230670928955078,3,법률 키워드 증가 없음; 답변 길이 199글자 증가; 3건 판례 활용...
q29,상속재산 분할 시 특별수익자의 구체적 상속분 산정 방법은?...,Claude-3.5,N/A,N/A,0,16.73829483985901,6.831333160400391,-9.906961679458618,3,법률 키워드 5개 추가로 근거 강화; 답변 길이 590글자 감소; 3건 판례 활용...
q30,혼인 무효·취소 사유와 그 법적 효과의 차이점은 무엇인가요?...,GPT-4o,N/A,N/A,58.2,7.612062215805054,18.04705262184143,10.434990406036377,3,법률 키워드 증가 없음; 답변 길이 432글자 증가; 3건 판례 활용...
q30,혼인 무효·취소 사유와 그 법적 효과의 차이점은 무엇인가요?...,Claude-3.5,N/A,N/A,0,11.492902755737305,7.562423944473267,-3.930478811264038,3,법률 키워드 증가 없음; 답변 길이 258글자 감소; 3건 판례 활용...
