질문ID,질문내용,모델,순수점수,RAG점수,개선점수,순수응답시간,RAG응답시간,시간변화,사용판례수,분석결과
q22,횡령죄와 배임죄의 구별 기준과 각각의 성립요건은 무엇인가요?...,GPT-4o,N/A,N/A,100,18.911150217056274,11.598162412643433,-7.312987804412842,2,법률 키워드 10개 추가로 근거 강화; 답변 길이 400글자 증가; 2건 판례 활용...
q22,횡령죄와 배임죄의 구별 기준과 각각의 성립요건은 무엇인가요?...,Claude-3.5,N/A,N/A,16.0,14.066411018371582,9.930978059768677,-4.135432958602905,2,법률 키워드 8개 추가로 근거 강화; 답변 길이 340글자 감소; 2건 판례 활용...
q25,정당방위 성립요건 중 '현재의 부당한 침해'와 '상당성' 판단 기준은?...,GPT-4o,N/A,N/A,39.1,8.3665132522583,9.125027656555176,0.758514404296875,3,법률 키워드 2개 추가로 근거 강화; 답변 길이 141글자 증가; 3건 판례 활용...
q25,정당방위 성립요건 중 '현재의 부당한 침해'와 '상당성' 판단 기준은?...,Claude-3.5,N/A,N/A,10.299999999999997,18.23604106903076,10.062628269195557,-8.173412799835205,3,법률 키워드 7개 추가로 근거 강화; 답변 길이 397글자 감소; 3건 판례 활용...
q27,친권자 지정에서 자녀의 복리 판단 기준과 면접교섭권의 제한 사유는?...,GPT-4o,N/A,N/A,36.5,8.663712739944458,7.866128206253052,-0.7975845336914062,3,법률 키워드 4개 추가로 근거 강화; 3건 판례 활용...
q27,친권자 지정에서 자녀의 복리 판단 기준과 면접교섭권의 제한 사유는?...,Claude-3.5,N/A,N/A,17.4,15.346593618392944,8.248547315597534,-7.09804630279541,3,법률 키워드 9개 추가로 근거 강화; 답변 길이 426글자 감소; 3건 판례 활용...
q26,이혼 시 재산분할청구권의 대상 재산 범위와 분할 비율 결정 기준은?...,GPT-4o,N/A,N/A,72.0,9.378067255020142,14.023657321929932,4.64559006690979,3,법률 키워드 4개 추가로 근거 강화; 답변 길이 370글자 증가; 3건 판례 활용...
q26,이혼 시 재산분할청구권의 대상 재산 범위와 분할 비율 결정 기준은?...,Claude-3.5,N/A,N/A,4.799999999999997,17.004583835601807,8.512508869171143,-8.492074966430664,3,법률 키워드 7개 추가로 근거 강화; 답변 길이 452글자 감소; 3건 판례 활용...
q28,유언의 방식별 성립요건과 유언무효 확인소송의 증명책임은?...,GPT-4o,N/A,N/A,11.5,12.320490837097168,9.957749843597412,-2.362740993499756,0,법률 키워드 7개 추가로 근거 강화; 답변 길이 235글자 감소; 관련 판례 찾지 못함...
q28,유언의 방식별 성립요건과 유언무효 확인소송의 증명책임은?...,Claude-3.5,N/A,N/A,48.2,18.277103900909424,18.11424732208252,-0.1628565788269043,0,법률 키워드 8개 추가로 근거 강화; 관련 판례 찾지 못함...
q29,상속재산 분할 시 특별수익자의 구체적 상속분 산정 방법은?...,GPT-4o,N/A,N/A,33.5,8.429126262664795,14.028112411499023,5.5989861488342285,3,법률 키워드 2개 추가로 근거 강화; 3건 판례 활용...
q29,상속재산 분할 시 특별수익자의 구체적 상속분 산정 방법은?...,Claude-3.5,N/A,N/A,0,20.08737826347351,8.957046508789062,-11.130331754684448,3,법률 키워드 6개 추가로 근거 강화; 답변 길이 613글자 감소; 3건 판례 활용...
q30,혼인 무효·취소 사유와 그 법적 효과의 차이점은 무엇인가요?...,GPT-4o,N/A,N/A,92.8,6.903234481811523,16.62276816368103,9.719533681869507,3,법률 키워드 11개 추가로 근거 강화; 답변 길이 228글자 증가; 3건 판례 활용...
q30,혼인 무효·취소 사유와 그 법적 효과의 차이점은 무엇인가요?...,Claude-3.5,N/A,N/A,0,15.494595527648926,10.515009641647339,-4.979585886001587,3,법률 키워드 1개 추가로 근거 강화; 답변 길이 208글자 감소; 3건 판례 활용...
